time_s,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_11,sig_12,sig_13,sig_17,sig_19,sig_20,sig_21,sig_22,sig_23,sig_24,sig_25,sig_26,sig_27,sig_28,sig_51,sig_52,sig_53,sig_57,sig_58,sig_59,sig_60,sig_61,sig_62,sig_63,sig_64,sig_65,sig_66,sig_68,sig_70,sig_71,sig_72,sig_73,sig_74,sig_75,sig_76,sig_119,sig_120,sig_121,sig_125,sig_126,sig_127,sig_131,sig_134
545.061,-121.0,1050.0,130.0,-261.0,971.0,-20.0,25.0,1094.0,738.0,-18,-184,334.0,918.0,182.0,-992.0,-364.0,1038.0,-402.0,1149.0,284.0,-1109,42,103,632,-84,-577,241,-641,144,715,-933,233,893,-163,638,-121,-927,192,609,-75,-766,-34,-23,23,-350,401,-799,255,35
545.095,-83.0,1043.0,80.0,-231.0,969.0,-96.0,259.0,1042.0,416.0,8,-221,306.0,941.0,172.0,-992.0,-364.0,1038.0,-337.0,1108.0,162.0,-1108,27,267,642,-112,-563,254,-635,166,711,-1004,553,590,-659,627,-153,-932,181,602,-90,-773,-35,-23,22,-226,419,-855,-1,36
545.128,19.0,1081.0,97.0,-227.0,1011.0,-73.0,359.0,951.0,170.0,51,-168,381.0,919.0,49.0,-992.0,-364.0,1038.0,-118.0,1123.0,75.0,-1050,-18,86,646,-136,-549,261,-633,182,706,-895,458,133,-698,611,-154,-934,173,597,-101,-777,-34,-23,23,-286,440,-831,81,36
545.161,-38.0,1078.0,46.0,-351.0,952.0,9.0,304.0,959.0,103.0,61,-171,374.0,929.0,128.0,-992.0,-364.0,1038.0,-217.0,1071.0,58.0,-1052,-42,17,651,-152,-542,266,-632,189,703,-903,404,0,-461,595,-163,-936,163,596,-112,-778,-35,-23,23,248,545,-1121,-1336,35
545.195,0.0,1081.0,-36.0,-551.0,800.0,59.0,344.0,965.0,103.0,115,-124,204.0,943.0,240.0,-992.0,-364.0,1038.0,-224.0,1078.0,12.0,-1014,-109,23,654,-170,-536,274,-633,193,698,-902,422,-1,-123,586,-175,-939,156,600,-119,-776,-29,-21,26,736,515,-1267,-3638,29
545.228,15.0,1074.0,21.0,-422.0,803.0,97.0,273.0,999.0,150.0,141,-110,106.0,936.0,323.0,-992.0,-364.0,1038.0,-309.0,1028.0,-8.0,-1005,-147,56,660,-174,-534,282,-634,193,694,-928,377,81,66,586,-177,-936,151,604,-120,-773,-15,-18,31,-79,402,-621,-4797,22
545.261,-71.0,1052.0,171.0,-241.0,868.0,73.0,130.0,1000.0,202.0,150,-86,-70.0,997.0,332.0,-992.0,-364.0,1038.0,-394.0,969.0,-7.0,-963,-171,146,665,-171,-533,293,-633,192,691,-946,232,266,242,593,-165,-927,146,607,-112,-773,-15,-18,31,-345,447,-398,-5519,23
545.295,-54.0,1050.0,453.0,-198.0,881.0,93.0,-64.0,1002.0,209.0,-31,-197,-216.0,1004.0,234.0,-992.0,-364.0,1038.0,-503.0,997.0,-44.0,-948,-226,245,668,-154,-536,308,-627,188,691,-982,28,375,37,602,-130,-914,142,605,-94,-778,-6,-18,35,88,154,-849,-2584,16
545.328,-242.0,1012.0,542.0,-215.0,1059.0,127.0,-10.0,987.0,69.0,-120,-161,22.0,1122.0,-119.0,-992.0,-364.0,1038.0,-417.0,1079.0,-167.0,-952,-307,153,666,-155,-543,323,-623,186,688,-942,24,152,-137,596,-79,-903,130,605,-78,-782,5,-18,40,328,-85,-1089,-528,8
545.361,-526.0,977.0,750.0,-41.0,1220.0,115.0,-44.0,1129.0,86.0,-287,-150,328.0,900.0,-360.0,-992.0,-364.0,1038.0,-543.0,961.0,-195.0,-989,-436,61,671,-166,-539,342,-621,190,679,-1087,-47,241,-417,588,-50,-901,100,602,-74,-788,2,-19,39,300,177,-1171,-910,8
545.395,-540.0,1054.0,185.0,-34.0,1237.0,217.0,-229.0,1098.0,186.0,-319,-371,493.0,1047.0,-398.0,-992.0,-364.0,1038.0,-570.0,927.0,4.0,-940,-375,148,680,-178,-527,376,-611,207,665,-1040,-4,255,-662,570,-61,-908,54,599,-91,-794,10,-19,39,-155,299,-1059,220,4
545.428,-295.0,1007.0,-232.0,-140.0,1250.0,115.0,-75.0,992.0,216.0,-188,-487,122.0,1245.0,-454.0,-992.0,-364.0,1038.0,-412.0,1061.0,167.0,-1001,-102,208,688,-206,-507,418,-594,233,646,-990,23,202,-723,552,-108,-919,0,594,-119,-796,18,-17,37,-469,176,-734,-440,2
545.461,-316.0,1029.0,-261.0,-187.0,1009.0,249.0,113.0,1002.0,265.0,-165,-294,-41.0,1093.0,-312.0,-992.0,-364.0,1038.0,-217.0,1254.0,254.0,-1079,103,152,699,-232,-474,454,-578,259,626,-963,168,137,-552,534,-172,-932,-59,590,-151,-791,22,-16,36,-585,173,-611,-1104,1
545.495,-786.0,1432.0,-83.0,-99.0,1104.0,277.0,296.0,1080.0,274.0,-27,-265,232.0,1054.0,-272.0,-992.0,-364.0,1038.0,-162.0,1187.0,215.0,-1190,203,90,718,-249,-440,479,-568,278,609,-1065,405,131,-260,540,-238,-934,-119,588,-183,-779,28,-15,37,-272,442,-721,-545,-11
545.528,-801.0,1133.0,219.0,-38.0,975.0,145.0,438.0,1070.0,225.0,-47,-120,172.0,982.0,-358.0,-992.0,-364.0,1038.0,-365.0,1043.0,104.0,-1026,57,95,733,-260,-418,497,-563,286,595,-1026,607,225,-245,553,-289,-934,-169,584,-205,-767,30,-14,37,-458,497,-684,-588,-13
545.561,-338.0,983.0,95.0,3.0,891.0,138.0,315.0,1026.0,240.0,-108,-223,57.0,937.0,-133.0,-992.0,-364.0,1038.0,-462.0,986.0,68.0,-952,-98,155,746,-256,-397,517,-557,297,578,-970,593,217,-355,562,-307,-936,-205,580,-214,-759,32,-14,37,-154,584,-677,-332,-24
545.595,248.0,1032.0,422.0,-82.0,815.0,115.0,136.0,947.0,218.0,-104,-185,-41.0,939.0,82.0,-992.0,-364.0,1038.0,-340.0,948.0,57.0,-896,-122,156,761,-263,-366,538,-546,316,559,-880,422,210,-275,573,-308,-930,-234,576,-222,-751,39,-13,35,-315,626,-265,124,-57
545.628,-50.0,847.0,546.0,-126.0,872.0,176.0,134.0,889.0,178.0,-94,-222,111.0,932.0,-54.0,-992.0,-364.0,1038.0,-292.0,891.0,84.0,-873,-99,138,773,-267,-338,560,-534,335,538,-809,382,178,-263,582,-317,-919,-261,569,-236,-743,43,-14,34,-439,667,-99,29,-68
545.661,-355.0,788.0,538.0,-177.0,947.0,193.0,146.0,823.0,183.0,-99,-226,43.0,866.0,-79.0,-992.0,-364.0,1038.0,-220.0,895.0,154.0,-865,-2,103,783,-273,-304,578,-521,353,519,-768,352,143,-201,586,-341,-906,-284,561,-253,-735,46,-16,33,1195,1234,-660,-474,-63
545.695,-426.0,828.0,308.0,-198.0,940.0,232.0,234.0,834.0,183.0,-88,-216,81.0,994.0,89.0,-992.0,-364.0,1038.0,-161.0,960.0,133.0,-871,35,62,796,-284,-271,593,-512,367,501,-761,419,120,-14,591,-370,-890,-301,556,-272,-726,51,-20,34,-1544,979,-48,-431,-50
545.728,-287.0,843.0,243.0,-148.0,961.0,271.0,317.0,864.0,204.0,-69,-228,227.0,908.0,200.0,-992.0,-364.0,1038.0,-139.0,1003.0,156.0,-890,46,8,806,-281,-242,604,-507,379,485,-771,482,124,99,599,-401,-875,-313,551,-291,-717,53,-26,35,-1697,1140,-798,-151,-43
545.761,-220.0,963.0,423.0,-150.0,924.0,272.0,328.0,877.0,249.0,-41,-213,128.0,894.0,211.0,-992.0,-364.0,1038.0,-173.0,1006.0,243.0,-937,82,12,819,-273,-212,610,-505,391,469,-790,503,153,277,612,-431,-856,-321,549,-307,-708,53,-30,35,1767,1182,-1877,-54,-50
545.795,3.0,922.0,586.0,-90.0,957.0,274.0,348.0,879.0,313.0,-27,-198,126.0,895.0,250.0,-992.0,-364.0,1038.0,-231.0,1033.0,250.0,-949,128,80,830,-255,-185,613,-505,401,456,-792,558,213,480,638,-461,-831,-322,550,-323,-700,53,-31,35,-37,-15,-601,46,-49
545.828,-56.0,749.0,693.0,-19.0,987.0,315.0,283.0,979.0,365.0,-30,-192,67.0,821.0,232.0,-992.0,-364.0,1038.0,-328.0,1076.0,207.0,-1003,70,151,838,-247,-156,616,-506,411,443,-865,547,325,641,655,-483,-810,-318,554,-333,-694,53,-32,35,-604,247,-653,-76,-48
545.861,-64.0,801.0,831.0,-30.0,988.0,248.0,188.0,1053.0,349.0,-25,-204,12.0,857.0,379.0,-992.0,-364.0,1038.0,-427.0,1046.0,168.0,-1045,-2,212,846,-242,-127,619,-506,419,429,-929,496,405,740,664,-492,-799,-307,560,-340,-690,52,-32,35,-25,565,-970,-177,-49
545.895,-118.0,604.0,589.0,-383.0,1092.0,-19.0,39.0,1056.0,374.0,50,-214,169.0,655.0,112.0,-992.0,-364.0,1038.0,-437.0,1018.0,165.0,-1017,-73,234,852,-232,-105,625,-504,428,415,-934,361,492,716,676,-502,-777,-295,563,-346,-690,52,-32,36,-509,303,-661,-145,-48
545.928,-289.0,540.0,766.0,-404.0,1542.0,287.0,-124.0,1042.0,488.0,195,-412,-272.0,1394.0,22.0,-992.0,-364.0,1038.0,-390.0,1026.0,144.0,-972,-95,176,855,-226,-83,632,-499,439,399,-924,169,618,409,675,-527,-758,-301,555,-363,-686,52,-32,36,-255,446,-831,-185,-48
545.961,-417.0,434.0,190.0,-429.0,1052.0,216.0,139.0,1007.0,398.0,275,-659,-96.0,1518.0,235.0,-992.0,-364.0,1038.0,-335.0,1114.0,187.0,-1014,-11,181,854,-219,-61,643,-486,453,382,-973,249,596,157,672,-568,-722,-313,541,-384,-680,51,-33,37,-404,388,-743,-190,-48
545.995,-911.0,816.0,656.0,-480.0,1085.0,60.0,229.0,991.0,195.0,317,-661,957.0,333.0,-225.0,-992.0,-364.0,1038.0,-254.0,1235.0,70.0,-1029,15,143,856,-219,-44,650,-475,461,372,-866,291,418,-160,665,-586,-698,-312,533,-387,-685,51,-33,38,-359,397,-767,-167,-47
546.028,-467.0,1309.0,457.0,-516.0,1192.0,-115.0,133.0,1235.0,332.0,380,-695,767.0,913.0,242.0,-992.0,-364.0,1038.0,-387.0,1421.0,-59.0,-1162,-175,79,854,-223,-28,649,-473,468,370,-1105,337,314,-108,651,-590,-687,-311,530,-388,-687,51,-33,38,-331,396,-774,-166,-47
546.061,608.0,686.0,260.0,-518.0,1220.0,-134.0,361.0,1522.0,207.0,449,-703,744.0,932.0,152.0,-992.0,-364.0,1038.0,-496.0,1558.0,-158.0,-1427,-306,116,848,-236,-15,644,-473,474,371,-1419,481,355,-175,640,-586,-681,-306,529,-384,-692,51,-33,38,-366,393,-742,-165,-47
546.095,399.0,1149.0,335.0,-467.0,1140.0,-99.0,105.0,1523.0,111.0,382,-561,753.0,868.0,-171.0,-992.0,-364.0,1038.0,-723.0,1289.0,-255.0,-1403,-399,340,840,-250,-14,637,-475,473,380,-1473,459,352,-263,627,-563,-695,-287,533,-365,-708,50,-34,39,-329,417,-711,-195,-47
546.128,570.0,1230.0,374.0,-361.0,1146.0,-58.0,-248.0,1311.0,113.0,324,-536,637.0,948.0,15.0,-992.0,-364.0,1038.0,-595.0,1363.0,-302.0,-1178,-526,333,833,-270,-37,630,-478,468,395,-1266,102,299,-556,599,-528,-725,-270,529,-350,-725,50,-34,39,-346,381,-644,-139,-46
546.161,270.0,1181.0,244.0,-256.0,964.0,90.0,-121.0,1507.0,161.0,295,-430,687.0,982.0,102.0,-992.0,-364.0,1038.0,-496.0,1439.0,-324.0,-1304,-592,115,824,-295,-49,620,-480,467,408,-1464,97,319,-778,554,-544,-726,-268,513,-357,-733,50,-34,39,-349,404,-684,-34,-46
546.195,65.0,1224.0,162.0,-229.0,778.0,-6.0,96.0,1383.0,79.0,211,-331,721.0,841.0,89.0,-992.0,-364.0,1038.0,-495.0,1145.0,-217.0,-1241,-480,56,808,-319,-52,611,-480,467,421,-1375,269,270,-989,504,-585,-703,-271,492,-373,-738,50,-34,39,-327,423,-739,-40,-46
546.228,203.0,1288.0,228.0,-175.0,599.0,-42.0,75.0,1088.0,84.0,131,-272,492.0,931.0,73.0,-992.0,-364.0,1038.0,-351.0,974.0,-188.0,-998,-476,69,793,-345,-55,610,-475,472,424,-1103,244,183,-1165,446,-629,-674,-275,468,-390,-744,50,-34,40,-363,453,-762,-138,-46
546.261,416.0,1136.0,184.0,-227.0,622.0,-70.0,90.0,854.0,68.0,177,-214,221.0,896.0,142.0,-992.0,-364.0,1038.0,-224.0,838.0,3.0,-862,-231,74,778,-361,-43,613,-465,479,424,-864,220,82,-1016,388,-671,-639,-277,445,-411,-746,50,-34,40,-421,454,-777,-279,-45
546.295,176.0,1103.0,264.0,-294.0,683.0,-15.0,181.0,646.0,109.0,183,-167,166.0,851.0,161.0,-992.0,-364.0,1038.0,-175.0,708.0,45.0,-729,-115,76,764,-376,-31,616,-456,484,421,-653,269,41,-814,332,-724,-589,-275,424,-434,-746,48,-36,42,-376,254,-807,-324,-45
546.328,-139.0,977.0,264.0,-247.0,760.0,53.0,253.0,553.0,110.0,260,-172,240.0,772.0,234.0,-992.0,-364.0,1038.0,-65.0,665.0,78.0,-600,-22,34,753,-384,-15,619,-446,492,419,-537,305,42,-530,284,-756,-553,-267,408,-452,-747,48,-39,42,-228,435,-826,-591,-44
546.361,-212.0,922.0,265.0,-226.0,820.0,-10.0,280.0,448.0,153.0,265,-156,320.0,939.0,-190.0,-992.0,-364.0,1038.0,-30.0,669.0,92.0,-567,26,2,745,-394,-6,616,-442,498,422,-430,293,39,-326,243,-770,-530,-254,396,-465,-749,44,-44,47,-309,269,-848,-1188,-40
546.395,16.0,945.0,310.0,-82.0,959.0,101.0,311.0,477.0,131.0,187,-146,429.0,807.0,191.0,-992.0,-364.0,1038.0,-50.0,806.0,71.0,-631,19,-51,736,-410,-3,607,-441,502,431,-443,294,56,-193,213,-779,-514,-242,390,-471,-753,34,-52,58,-478,174,-759,-2106,-38
546.428,7.0,931.0,247.0,-43.0,943.0,84.0,343.0,629.0,148.0,153,-165,450.0,901.0,-144.0,-992.0,-364.0,1038.0,-115.0,910.0,-26.0,-755,0,-57,723,-431,-4,596,-442,505,442,-563,318,98,-80,190,-781,-509,-232,389,-470,-758,18,-58,74,-764,1548,-889,-3386,-36
546.461,-11.0,988.0,-38.0,-123.0,1051.0,81.0,333.0,822.0,167.0,89,-276,60.0,1013.0,301.0,-992.0,-364.0,1038.0,-249.0,934.0,-55.0,-913,-102,-55,713,-449,-5,586,-444,507,450,-731,369,148,-132,175,-772,-517,-226,392,-460,-763,-18,-61,112,-1532,1735,-1694,-3029,-29
546.495,258.0,983.0,-20.0,-80.0,1123.0,187.0,196.0,966.0,188.0,156,-368,-150.0,1138.0,379.0,-992.0,-364.0,1038.0,-363.0,957.0,-87.0,-946,-242,50,707,-464,-4,584,-446,506,452,-892,321,202,-275,170,-759,-532,-226,396,-447,-770,-40,-61,135,-1448,638,-1997,-180,-23
546.528,-78.0,1129.0,280.0,-90.0,1047.0,323.0,95.0,1011.0,219.0,68,-290,-68.0,1127.0,454.0,-992.0,-364.0,1038.0,-426.0,1092.0,67.0,-1003,-253,116,708,-470,3,590,-445,506,445,-939,232,202,-234,166,-752,-548,-229,400,-437,-773,-48,-66,142,-585,99,-1242,1864,-19
546.561,-242.0,1323.0,823.0,-570.0,1453.0,128.0,80.0,1003.0,368.0,172,-495,-101.0,1099.0,232.0,-992.0,-364.0,1038.0,-276.0,1319.0,187.0,-1200,-108,93,715,-463,20,601,-440,509,431,-963,195,230,-128,166,-756,-552,-242,404,-434,-768,-32,-76,124,-628,-111,-566,1404,-17
546.595,-416.0,1010.0,554.0,-485.0,1478.0,-444.0,365.0,1127.0,364.0,-225,-895,91.0,1181.0,205.0,-992.0,-364.0,1038.0,-269.0,1321.0,248.0,-1299,41,75,723,-448,40,614,-434,511,417,-1029,290,308,31,187,-768,-545,-263,412,-433,-757,31,-82,60,-1062,63,-314,992,-21
546.628,-342.0,1127.0,546.0,-441.0,1015.0,-335.0,-101.0,987.0,728.0,-32,-709,-574.0,1795.0,177.0,-992.0,-364.0,1038.0,-374.0,1608.0,337.0,-1357,48,48,732,-426,56,625,-429,511,405,-1034,267,514,63,216,-784,-538,-298,420,-433,-740,70,-78,20,-1186,206,-233,1478,-23
546.661,-232.0,1232.0,919.0,-663.0,908.0,-34.0,509.0,1557.0,264.0,224,-720,-453.0,1705.0,442.0,-992.0,-364.0,1038.0,-568.0,1291.0,401.0,-1298,59,65,734,-414,80,634,-417,521,391,-1530,537,537,-1101,262,-838,-466,-369,402,-461,-700,70,-65,16,-1146,352,-284,1496,-23
546.695,-751.0,1348.0,1668.0,-476.0,1237.0,-141.0,843.0,1154.0,128.0,186,-662,1208.0,1609.0,18.0,-992.0,-364.0,1038.0,-572.0,917.0,-39.0,-1050,158,567,733,-404,102,647,-396,531,377,-1086,1076,182,-627,326,-866,-418,-404,405,-460,-679,68,-57,16,-1233,761,-387,619,-18
546.728,-1331.0,409.0,92.0,-383.0,1233.0,71.0,232.0,1009.0,304.0,58,-513,1620.0,748.0,-771.0,-992.0,-364.0,1038.0,-735.0,977.0,-445.0,-821,-390,536,723,-414,109,648,-393,528,383,-848,901,295,-77,374,-830,-458,-397,430,-426,-689,61,-49,21,-1427,929,-496,593,-16
546.761,535.0,2096.0,284.0,-311.0,1103.0,-101.0,-52.0,1336.0,128.0,87,-460,1063.0,826.0,-471.0,-992.0,-364.0,1038.0,-843.0,1119.0,-366.0,-1018,-696,374,705,-438,97,645,-394,521,396,-1125,556,334,87,390,-758,-537,-366,457,-382,-715,53,-34,26,-1411,1444,-809,-518,-20
546.795,1172.0,2359.0,-44.0,-247.0,1007.0,-26.0,-306.0,1305.0,39.0,126,-283,872.0,678.0,48.0,-992.0,-364.0,1038.0,-429.0,1178.0,-47.0,-1176,-551,300,690,-453,101,648,-388,521,397,-1268,139,221,-186,392,-692,-592,-336,472,-348,-737,48,-20,32,-981,1845,-1047,-3465,-35
546.828,308.0,1745.0,-251.0,-268.0,687.0,99.0,-218.0,1068.0,133.0,138,-214,1046.0,251.0,-114.0,-992.0,-364.0,1038.0,-318.0,993.0,21.0,-1094,-128,163,675,-457,108,650,-383,522,398,-1073,-40,172,-336,363,-667,-616,-323,470,-342,-747,47,-11,39,-1008,1809,-795,-4890,-54
546.861,279.0,1805.0,-51.0,-279.0,543.0,131.0,-14.0,826.0,189.0,78,-232,907.0,151.0,-157.0,-992.0,-364.0,1038.0,-127.0,881.0,54.0,-870,-110,32,667,-460,113,650,-381,526,395,-817,82,192,-332,325,-672,-617,-324,459,-357,-746,48,-6,45,-1385,2667,-421,-5148,-56
546.895,650.0,1402.0,-296.0,-179.0,579.0,93.0,166.0,730.0,180.0,74,-201,1050.0,57.0,53.0,-992.0,-364.0,1038.0,-106.0,795.0,32.0,-738,-73,-40,659,-459,130,647,-380,532,392,-687,299,232,-457,299,-715,-578,-330,439,-383,-743,46,-2,46,382,1537,-82,-1487,-94
546.928,601.0,1054.0,-376.0,-167.0,679.0,24.0,256.0,680.0,170.0,38,-181,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-76.0,769.0,69.0,-676,-76,-42,651,-458,144,645,-380,536,390,-625,430,186,-655,266,-760,-530,-332,415,-411,-741,42,-1,46,-290,1856,-385,1210,-139
546.961,689.0,761.0,-465.0,-134.0,702.0,81.0,281.0,639.0,164.0,17,-156,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-112.0,792.0,152.0,-721,12,2,645,-455,163,643,-379,541,387,-586,400,76,-576,228,-830,-456,-330,393,-439,-738,38,-4,46,-597,775,-601,267,-142
546.995,513.0,710.0,-616.0,-138.0,806.0,-6.0,360.0,672.0,160.0,45,-139,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-108.0,873.0,223.0,-781,89,45,641,-454,175,642,-378,544,387,-596,411,67,-272,193,-866,-413,-323,378,-459,-736,30,-8,42,2400,-2111,-699,1567,-152
547.028,235.0,500.0,-607.0,-144.0,1090.0,-39.0,377.0,739.0,251.0,93,-159,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-155.0,926.0,212.0,-851,101,57,639,-457,173,638,-383,542,392,-663,428,129,108,161,-871,-411,-308,375,-464,-741,21,-20,44,-492,3790,-2277,710,-148
547.061,-247.0,454.0,-416.0,-412.0,1079.0,-159.0,297.0,770.0,305.0,174,-211,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-240.0,973.0,197.0,-900,80,112,640,-462,161,634,-391,533,401,-693,383,204,414,140,-873,-424,-290,383,-454,-750,20,-26,44,-1864,4841,-2666,191,-140
547.095,-388.0,680.0,224.0,-109.0,991.0,121.0,250.0,759.0,351.0,249,-247,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-256.0,1049.0,189.0,-928,25,86,643,-466,142,629,-401,524,411,-700,324,257,617,135,-863,-459,-272,397,-437,-760,24,-27,38,323,272,-1343,1055,-144
547.128,-189.0,1121.0,701.0,326.0,1296.0,-43.0,230.0,853.0,371.0,292,-171,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-180.0,1061.0,117.0,-974,24,52,643,-471,127,624,-409,517,420,-760,320,337,672,136,-852,-496,-259,413,-417,-767,26,-30,35,-412,814,-874,181,-140
547.161,1014.0,-289.0,2543.0,214.0,1387.0,-25.0,197.0,903.0,337.0,52,-231,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-301.0,1103.0,62.0,-959,-54,50,641,-481,108,617,-418,507,432,-804,336,362,630,150,-829,-534,-250,430,-395,-773,27,-29,34,-290,384,-845,313,-141
547.195,-1007.0,697.0,2396.0,-243.0,1202.0,-167.0,183.0,1034.0,290.0,47,-293,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-409.0,1105.0,-3.0,-1015,-178,72,636,-493,89,609,-427,498,445,-933,332,351,525,169,-801,-570,-243,447,-373,-776,27,-30,34,-257,261,-800,233,-140
547.228,746.0,733.0,427.0,-1163.0,1132.0,-436.0,69.0,1114.0,246.0,402,-390,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-260.0,1101.0,60.0,-1076,-256,73,629,-505,83,607,-431,495,449,-1049,293,322,350,185,-780,-600,-243,460,-356,-776,27,-30,33,-415,539,-798,69,-139
547.261,235.0,603.0,-696.0,34.0,1108.0,-14.0,124.0,1012.0,283.0,451,-595,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-172.0,1268.0,271.0,-1121,-30,37,630,-503,84,608,-434,492,448,-946,257,266,287,199,-771,-615,-247,470,-347,-773,27,-30,33,-196,258,-793,74,-140
547.295,496.0,740.0,-234.0,-642.0,1133.0,-153.0,362.0,1173.0,298.0,84,-615,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-226.0,1348.0,151.0,-1254,92,9,625,-503,79,606,-438,487,451,-1071,421,271,470,220,-770,-620,-257,484,-340,-765,27,-31,34,-334,456,-766,-233,-139
547.328,-1141.0,2284.0,1887.0,-658.0,753.0,-269.0,354.0,1273.0,303.0,348,-539,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-330.0,1234.0,-170.0,-1145,-202,54,620,-506,69,600,-444,480,461,-1132,667,434,464,252,-760,-639,-259,498,-324,-762,26,-31,34,-293,395,-757,-230,-138
547.361,-377.0,1069.0,-240.0,-332.0,1094.0,-90.0,161.0,1280.0,186.0,532,-533,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-482.0,1300.0,-191.0,-1143,-299,259,612,-513,50,591,-457,462,478,-1127,706,379,187,267,-731,-667,-245,508,-304,-768,26,-32,34,-347,433,-769,-166,-138
547.395,285.0,17.0,-1074.0,-286.0,1081.0,-48.0,157.0,1447.0,79.0,350,-498,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-562.0,1522.0,-164.0,-1322,-350,300,604,-521,-6,576,-474,433,506,-1265,585,136,301,251,-694,-707,-209,520,-280,-780,26,-32,35,-344,407,-752,-39,-138
547.428,-173.0,1913.0,230.0,-365.0,938.0,20.0,177.0,1589.0,16.0,330,-327,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-584.0,1486.0,-255.0,-1479,-403,223,593,-528,-78,552,-496,399,539,-1505,456,35,682,225,-640,-754,-159,538,-249,-790,26,-32,34,-276,433,-819,-20,-138
547.461,463.0,1137.0,-272.0,-253.0,777.0,-82.0,49.0,1412.0,-9.0,320,-272,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-512.0,1167.0,-307.0,-1255,-521,126,577,-532,-154,524,-518,367,568,-1396,355,115,644,210,-563,-798,-105,551,-216,-799,25,-33,36,-379,327,-760,-187,-137
547.495,36.0,1065.0,-219.0,-289.0,662.0,-122.0,-18.0,1149.0,18.0,321,-224,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-359.0,942.0,-202.0,-1006,-481,64,557,-528,-213,500,-535,339,591,-1159,238,139,364,185,-501,-823,-54,556,-195,-806,27,-33,34,-347,389,-776,-147,-137
547.528,54.0,1314.0,-10.0,-261.0,637.0,-89.0,22.0,921.0,58.0,324,-219,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-210.0,810.0,-69.0,-819,-316,12,540,-521,-256,483,-544,317,608,-941,187,99,51,144,-457,-833,-10,554,-186,-811,24,-34,37,-295,335,-844,-131,-135
547.561,-355.0,1063.0,-49.0,-253.0,679.0,-82.0,81.0,715.0,51.0,346,-221,854.0,61.0,-301.0,-992.0,-364.0,1038.0,-124.0,735.0,-60.0,-675,-188,-21,524,-514,-292,467,-550,299,625,-731,184,47,-61,106,-435,-824,27,550,-189,-813,25,-35,36,-339,343,-827,-188,-135
547.595,-276.0,968.0,-48.0,-168.0,803.0,-185.0,169.0,622.0,40.0,305,-159,339.0,941.0,32.0,-992.0,-364.0,1038.0,-92.0,737.0,-106.0,-591,-146,-55,503,-508,-323,447,-556,283,641,-617,219,14,-66,73,-424,-808,56,546,-200,-812,27,-34,34,-301,435,-845,-164,-136
547.628,-121.0,1043.0,130.0,-256.0,733.0,-202.0,237.0,647.0,3.0,274,-174,281.0,824.0,183.0,-992.0,-364.0,1038.0,-149.0,778.0,-156.0,-609,-206,-85,484,-505,-350,425,-562,270,657,-633,257,-22,-136,47,-424,-780,81,542,-212,-809,17,-43,44,-663,86,-797,-145,-123
547.661,110.0,878.0,37.0,-399.0,1046.0,41.0,243.0,775.0,-50.0,345,-258,-27.0,983.0,156.0,-992.0,-364.0,1038.0,-171.0,830.0,-178.0,-692,-309,-75,464,-506,-375,405,-567,262,668,-737,266,-66,-116,18,-416,-757,103,539,-222,-806,26,-56,33,-1050,1528,-1375,1156,-109
547.695,94.0,923.0,136.0,-220.0,930.0,76.0,196.0,839.0,-64.0,363,-321,87.0,1004.0,180.0,-992.0,-364.0,1038.0,-254.0,855.0,-197.0,-759,-325,-22,443,-505,-396,389,-572,256,675,-825,251,-75,-109,-4,-402,-744,121,536,-229,-804,3,-69,53,-1547,2801,-2061,3207,-102
547.728,-387.0,1234.0,404.0,73.0,1020.0,-65.0,176.0,910.0,7.0,115,-367,162.0,1005.0,158.0,-992.0,-364.0,1038.0,-327.0,971.0,-149.0,-854,-341,61,434,-503,-408,378,-575,249,681,-894,236,-39,-42,-21,-390,-731,137,533,-235,-801,30,-82,19,-1767,1463,-1799,3719,-103
547.761,-259.0,1186.0,362.0,-289.0,1308.0,230.0,189.0,1013.0,79.0,54,-441,37.0,996.0,241.0,-992.0,-364.0,1038.0,-438.0,1125.0,-131.0,-977,-332,126,426,-496,-421,369,-578,240,687,-973,244,15,117,-36,-378,-721,150,533,-238,-798,124,-88,-84,-948,120,-1243,2733,-103
